project_name,installation_name,station_name,Depth,receiver_name,geom,installation_type,imos_b,longitude,latitude,name
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Mount Gower fish cleaning area,11.8,VR2W,POINT (159.06 -31.58),ARRAY,FALSE,159.06354,-31.58283,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Northeast corner of Balls Pyramid shelf,48,VR2W,POINT (159.25 -31.69),ARRAY,FALSE,159.25673,-31.69766,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Northeast corner of Lord Howe Island shelf,48.2,VR2W,POINT (159.09 -31.4),ARRAY,FALSE,159.090283,-31.4076,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Northwest corner of Lord Howe Island shelf,48,VR2W,POINT (158.97 -31.59),ARRAY,FALSE,158.97561,-31.59854,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Southeast corner of LHI shelf,42,VR2W,POINT (159.17 -31.62),ARRAY,FALSE,159.17379,-31.62121,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Southern end of Balls Pyramid shelf,50.7,VR2W,POINT (159.25 -31.85),ARRAY,FALSE,159.25047,-31.85781,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Southwest corner of LHI shelf,52,VR2W,POINT (159.07 -31.68),ARRAY,FALSE,159.073047,-31.682001,IMOS-Receiver-Loan
IMOS ATF Receiver Loan-Galapagos shark movement patterns in the Lord Howe Island Marine Park,Lord Howe Island Marine Park,Western edge of LHI shelf,71.9,VR2W,POINT (159 -31.58),ARRAY,FALSE,159.00563,-31.58759,IMOS-Receiver-Loan
IMOS ATF Seal Rocks Line,IMOS-ATF Port Stephens Line,SRL1,19,VR2AR,,CURTAIN,TRUE,152.5458,-32.4527,IMOS-ATF
IMOS ATF Seal Rocks Line,IMOS-ATF Port Stephens Line,SRL2,26,VR2AR,,CURTAIN,TRUE,152.549,-32.4575,IMOS-ATF
IMOS ATF Seal Rocks Line,IMOS-ATF Port Stephens Line,SRL3,33,VR2AR,,CURTAIN,TRUE,152.5577,-32.4684,IMOS-ATF
IMOS ATF Seal Rocks Line,IMOS-ATF Port Stephens Line,SRL4,38,VR2AR,,CURTAIN,TRUE,152.5632,-32.4743,IMOS-ATF
IMOS ATF Seal Rocks Line,IMOS-ATF Port Stephens Line,SRL5,44,VR2AR,,CURTAIN,TRUE,152.5686,-32.4801,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SILinshore,10,VR2AR,,CURTAIN,TRUE,153.5457,-27.4233,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SIL1,29.5,VR2AR,,CURTAIN,TRUE,153.555,-27.424,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SIL2,36,VR2AR,,CURTAIN,TRUE,153.5607,-27.4235,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SIL3,47,VR2AR,,CURTAIN,TRUE,153.568,-27.4229,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SIL4,48,VR2AR,,CURTAIN,TRUE,153.5761,-27.4222,IMOS-ATF
IMOS ATF Stradbroke Island Line,IMOS-ATF Stradbroke Island Line,SIL5,51,VR2AR,,CURTAIN,TRUE,153.5845,-27.4216,IMOS-ATF
Bateman's Marine Park 70m Mooring,Bateman's Marine Park 70m Mooring,BMP070,70,,,MOORING,TRUE,150.189,-36.1897,IMOS-moorings
Bateman's Marine Park 120m Mooring,Bateman's Marine Park 120m Mooring,BMP120,120,,,MOORING,TRUE,150.309,-36.213,IMOS-moorings
Coffs Harbour 50m Mooring,Coffs Harbour 50m Mooring,CH050,50,,,MOORING,TRUE,153.231,-30.311,IMOS-moorings
Coffs Harbour 70m Mooring,Coffs Harbour 70m Mooring,CH070,70,,,MOORING,TRUE,153.3,-30.275,IMOS-moorings
Coffs Harbour 100m Mooring,Coffs Harbour 100m Mooring,CH100,100,,,MOORING,TRUE,153.397,-30.268,IMOS-moorings
Capricorn Channel Mooring,Capricorn Channel Mooring,GBRCCH,,,,MOORING,TRUE,151.993,-22.408,IMOS-moorings
Heron Island South Mooring,Heron Island South Mooring,GBRHIS,,,,MOORING,TRUE,151.955,-23.513,IMOS-moorings
Myrmidon Mooring,Myrmidon Mooring,GBRMYR,,,,MOORING,TRUE,151.955,-23.513,IMOS-moorings
One Tree East Mooring,One Tree East Mooring,GBROTE,,,,MOORING,TRUE,152.172,-23.483,IMOS-moorings
Palm Passage Mooring,Palm Passage Mooring,GBRPPS,,,,MOORING,TRUE,147.163,-18.31,IMOS-moorings
Port Hacking 100m Mooring and water sampling site,Port Hacking 100m Mooring and water sampling site,PH100,100,,,MOORING,TRUE,151.224,-34.12,IMOS-moorings
Port Hacking 25m water sampling site,Port Hacking 25m water sampling site,PH025,25,,,MOORING,TRUE,151.18,-34.082,IMOS-moorings
Port Hacking 50m water sampling site,Port Hacking 50m water sampling site,PH050,50,,,MOORING,TRUE,151.189,-34.089,IMOS-moorings
Port Hacking 125m water sampling site,Port Hacking 125m water sampling site,PH125,125,,,MOORING,TRUE,151.256,-34.148,IMOS-moorings
Coffin Bay Mooring (M5),Coffin Bay Mooring (M5),SAM5CB,,,,MOORING,TRUE,135.0098,-34.9275,IMOS-moorings
Spencer Gulf Mouth Mooring (M8),Spencer Gulf Mouth Mooring (M8),SAM8SG,,,,MOORING,TRUE,136.69,-35.25,IMOS-moorings
Sydney 100m Mooring,Sydney 100m Mooring,SYD100,100,,,MOORING,TRUE,151.382,-33.943,IMOS-moorings
Sydney 140m Mooring,Sydney 140m Mooring,SYD140,140,,,MOORING,TRUE,151.459,-33.994,IMOS-moorings
Ocean Reference Station Sydney Mooring,Ocean Reference Station Sydney Mooring,ORS065,,,,MOORING,TRUE,151.315,-33.898,IMOS-moorings
Canyon 200m Head Mooring,Canyon 200m Head Mooring,WACA20,200,,,MOORING,TRUE,115.1958,-31.6467,IMOS-moorings
Two Rocks 44m Mooring,Two Rocks 44m Mooring,WATR04,44,,,MOORING,TRUE,115.4,-31.7207,IMOS-moorings
Two Rocks 100m Shelf Mooring,Two Rocks 100m Shelf Mooring,WATR10,100,,,MOORING,TRUE,115.1958,-31.6467,IMOS-moorings
Two Rocks 200m Shelf Mooring,Two Rocks 200m Shelf Mooring,WATR20,200,,,MOORING,TRUE,115.03,-31.7193,IMOS-moorings
Two Rocks 500m Shelf Mooring,Two Rocks 500m Shelf Mooring,WATR50,500,,,MOORING,TRUE,114.9433,-31.7705,IMOS-moorings
Lynedoch Shoal Mooring,Lynedoch Shoal Mooring,NWSLYN ,,,,MOORING,TRUE,130.349,-9.939,IMOS-moorings
Browse Island Mooring,Browse Island Mooring,NWSBRW ,,,,MOORING,TRUE,123.162,-14.235,IMOS-moorings
Rowley Shoals Mooring,Rowley Shoals Mooring,NWSROW ,,,,MOORING,TRUE,119.906,-17.758,IMOS-moorings
Barrow Island Mooring,Barrow Island Mooring,NWSBAR ,,,,MOORING,TRUE,114.759,-20.761,IMOS-moorings
Bonney Coast Mooring ,Bonney Coast Mooring ,VBM100,100,,,MOORING,TRUE,141.27,-38.4086,IMOS-moorings
Upper Spencer Gulf Mooring,Upper Spencer Gulf Mooring,SAMUSG,,,,MOORING,TRUE,137.709,-33.1108,IMOS-moorings
Gulf St Vincent Mooring,Gulf St Vincent Mooring,SAMGSV,,,,MOORING,TRUE,138.46,-35.023,IMOS-moorings
Myrmidon Mooring,Myrmidon Mooring,GBRMYR,,,,MOORING,TRUE,151.955,-23.513,IMOS-moorings
Lizard Slope Mooring,Lizard Slope Mooring,GBRLSL,,,,MOORING,TRUE,145.343,-14.339,IMOS-moorings
ÊYongala NRS,ÊYongala NRS,NRSYON,,,,MOORING,TRUE,147.6295,-19.3094,IMOS-moorings
ÊDarwin NRS,ÊDarwin NRS,NRSDAR,,,,MOORING,TRUE,130.6952,-12.3382,IMOS-moorings
Ningaloo Reef NRS,Ningaloo Reef NRS,NRSNIN,,,,MOORING,TRUE,113.947,-21.8668,IMOS-moorings
